"age","prior_job_count","department","proportion_401K","starting_salary","separated_ny","days_to_separate","job_level"
46.26,12,"human_resources",0.07,92210,0,1,"A"
40.87,6,"human_resources",0.13,81902,0,1,"E"
43.05,10,"it_support",0.43,86127,0,12.39,"B"
42.21,8,"customer_service",0.74,84543,0,19.57,"A"
44.57,5,"human_resources",0.19,89348,0,1,"D"
44.84,8,"human_resources",0.85,89998,1,1,"C"
45.71,5,"it_support",0.52,91437,1,5.53,"B"
48.08,9,"customer_service",0.42,95717,1,1.73,"C"
42.09,4,"customer_service",0.04,83928,0,11.47,"C"
40.78,6,"human_resources",0.92,82223,1,1,"C"
45.8,12,"human_resources",0.29,91027,1,1,"D"
43.44,10,"human_resources",0.42,86458,1,1,"D"
44.46,9,"customer_service",0.72,89086,0,39.51,"B"
46.4,9,"customer_service",0.98,92529,0,10.17,"C"
48.96,18,"customer_service",0.06,97896,0,3.07,"D"
48.03,10,"human_resources",0.41,96150,1,1,"C"
47.2,4,"it_support",0.01,94677,0,7.37,"B"
42.11,5,"it_support",0.12,84075,1,5.04,"B"
49.89,7,"human_resources",0.99,99482,1,1,"E"
47.52,12,"human_resources",0.07,95497,0,1,"B"
45.08,4,"human_resources",0.13,90386,0,1,"C"
48.1,8,"human_resources",0.99,96363,0,1,"C"
49.16,5,"human_resources",0.6,98531,1,1,"A"
41.93,8,"it_support",0.94,83938,0,15.5,"E"
43.21,8,"human_resources",0.24,86463,0,1,"C"
46.94,9,"human_resources",1,93803,0,1,"C"
45.97,8,"human_resources",1,91965,1,1,"A"
44.78,6,"human_resources",1,89436,1,1,"E"
47.49,9,"human_resources",0.66,95110,1,1,"B"
41.76,12,"customer_service",0.72,83447,0,10.35,"D"
47.72,8,"human_resources",0.16,95901,0,1,"E"
43.26,15,"customer_service",0.84,86779,0,29.52,"B"
46.19,11,"human_resources",1,92182,1,1,"B"
46.32,6,"human_resources",0.21,92637,0,1,"B"
38.21,11,"human_resources",0.96,76672,0,1,"C"
38.04,8,"customer_service",0.98,75807,0,19.04,"D"
37.25,6,"it_support",0.07,75017,1,2.4,"B"
39.78,9,"human_resources",0.99,79506,0,1,"D"
39.94,4,"it_support",0.25,79689,0,2.83,"D"
47.42,8,"customer_service",0.13,94927,0,8.07,"A"
45.41,10,"human_resources",0.91,91018,1,1,"C"
43.08,10,"it_support",0.69,86386,0,3.12,"B"
45.77,11,"human_resources",0.18,91671,0,1,"B"
47.07,12,"it_support",0.29,93529,1,3.61,"E"
39.26,10,"it_support",0.54,78984,0,4.93,"C"
52.41,10,"customer_service",0.13,104793,0,178.32,"D"
41.13,7,"human_resources",1,82319,0,1,"A"
49.69,11,"it_support",0.47,99497,0,18.98,"D"
44.15,5,"human_resources",0.84,88837,0,1,"D"
46.22,13,"human_resources",0.06,92367,1,1,"A"
46.18,10,"human_resources",0.28,92560,1,1,"E"
40.13,7,"human_resources",0.37,80707,1,1,"D"
48.14,11,"human_resources",1,95740,1,1,"B"
45.23,17,"human_resources",0.98,90288,1,1,"B"
54.32,13,"it_support",0.68,109011,0,3.58,"B"
48.7,6,"human_resources",0.02,96915,0,1,"B"
48.71,9,"customer_service",0.98,96687,0,51.72,"A"
39.27,10,"customer_service",0.01,77901,0,29.26,"C"
40.74,10,"it_support",0.29,81456,1,5.93,"B"
38,7,"customer_service",0.78,75651,0,18.62,"B"
41.76,8,"customer_service",0.64,83294,0,9.67,"E"
41.08,5,"it_support",0.01,82035,0,2.51,"E"
45.05,6,"it_support",0.82,89893,0,6.89,"C"
44.16,12,"human_resources",0.95,88193,1,1,"E"
46.34,6,"human_resources",0.14,92958,1,1,"D"
48.21,10,"human_resources",1,96501,1,1,"D"
43.28,8,"customer_service",0.82,86493,0,25.15,"D"
41.99,11,"human_resources",0.14,83513,1,1,"D"
44.12,10,"human_resources",0.38,88347,1,1,"C"
41.34,6,"human_resources",0.89,82672,0,1,"D"
42.82,8,"customer_service",0.86,85723,0,23.94,"D"
44.66,8,"human_resources",0.99,89502,0,1,"A"
48.93,9,"customer_service",0.15,97726,0,7.96,"A"
35.46,4,"human_resources",0.31,71318,0,1,"D"
47.85,11,"human_resources",0.39,95606,0,1,"E"
40.48,8,"human_resources",0.01,81124,0,1,"E"
39.99,9,"customer_service",0.74,80111,0,1.15,"E"
46.87,7,"human_resources",0.02,93883,1,1,"C"
42.89,7,"human_resources",1,85805,1,1,"D"
45.58,3,"customer_service",0.98,90932,0,26.86,"C"
49.73,12,"human_resources",0.53,99477,1,1,"D"
47.73,8,"customer_service",0.77,95200,0,79.65,"B"
48.33,8,"human_resources",0.33,96535,1,1,"E"
50.77,9,"customer_service",0.42,101629,0,77.51,"C"
49.24,11,"it_support",0.53,98490,0,15.7,"D"
56.01,11,"customer_service",0.3,111937,0,3.9,"B"
41.82,9,"it_support",0.08,83154,0,6.36,"C"
44.97,3,"it_support",0.07,90141,0,13.75,"A"
43.54,11,"customer_service",0.14,86539,0,232.41,"B"
39.16,7,"customer_service",0.96,78147,0,35.3,"D"
37.61,8,"human_resources",0.81,75039,1,1,"B"
52.26,13,"human_resources",0.14,104464,1,1,"A"
43.9,13,"human_resources",0,87670,0,1,"A"
46.25,11,"human_resources",0.99,92322,0,1,"B"
50.59,6,"human_resources",0.15,101153,1,1,"D"
40.8,6,"it_support",0.48,81605,1,3.96,"D"
45.27,10,"it_support",0.29,90233,0,9.99,"B"
45.61,19,"human_resources",0.71,91297,0,1,"D"
44.57,8,"human_resources",0.99,89375,1,1,"A"
54.02,13,"human_resources",0.01,108137,0,1,"B"
38.67,10,"human_resources",0.47,77723,0,1,"D"
45.88,6,"customer_service",0.24,91801,0,12.36,"D"
47.22,11,"it_support",0.24,94054,0,18.2,"C"
43.33,9,"it_support",0.48,86418,0,13.8,"B"
39.45,12,"customer_service",0.29,79002,0,82.8,"A"
49.27,8,"customer_service",0.07,98919,0,20.19,"B"
50.03,12,"it_support",0.79,99509,0,8.29,"E"
45.33,6,"customer_service",0.52,90180,0,65.06,"A"
50.23,8,"human_resources",0.97,100465,1,1,"A"
42.28,10,"human_resources",0.22,84431,1,1,"A"
37.52,8,"human_resources",0.92,74945,1,1,"A"
43.86,6,"it_support",0.95,87679,0,13.29,"A"
41.53,11,"human_resources",0.09,82825,1,1,"D"
37.9,10,"human_resources",0.33,75494,0,1,"C"
48.19,7,"human_resources",0.99,96308,1,1,"C"
42.3,8,"it_support",0.32,84629,1,7.44,"B"
45.09,10,"customer_service",0,90119,0,100.7,"D"
37.75,6,"human_resources",0.97,75579,0,1,"C"
47.37,6,"human_resources",0.66,94396,1,1,"E"
48.75,6,"human_resources",1,97326,0,1,"B"
42.59,7,"it_support",0.15,84957,0,13.3,"D"
44.67,10,"human_resources",0.42,89497,0,1,"C"
41.66,9,"it_support",0.97,83274,1,3,"C"
57.31,13,"customer_service",0.02,114621,0,11.88,"D"
44.14,5,"human_resources",0.01,88757,1,1,"C"
49.21,10,"human_resources",0.54,98303,1,1,"C"
41.36,8,"customer_service",0.58,83059,0,19.12,"D"
50.81,14,"customer_service",0.69,101281,0,34.06,"A"
49.16,10,"it_support",0.41,98014,1,5.62,"D"
45.42,5,"it_support",0.72,91027,0,3.43,"E"
46.39,5,"human_resources",0.74,92378,0,1,"D"
40.04,11,"human_resources",0.99,80469,1,1,"E"
44.89,11,"human_resources",0.98,89290,1,1,"E"
54.19,9,"human_resources",0.99,108566,1,1,"B"
44.98,6,"human_resources",0.08,90609,0,1,"D"
45.17,11,"customer_service",0.93,89892,0,38.76,"E"
42.23,8,"customer_service",1,84396,0,39.92,"C"
49.98,7,"human_resources",0.41,100015,1,1,"D"
43.58,6,"customer_service",0.28,86705,0,80.61,"A"
44.73,5,"customer_service",0.09,89178,0,168.64,"E"
44.13,9,"human_resources",0.81,87897,0,1,"B"
50.02,12,"customer_service",0.19,99545,0,80.14,"E"
54.06,18,"human_resources",0.57,108449,0,1,"D"
44.9,15,"customer_service",0.58,89658,0,27.02,"E"
43,6,"human_resources",0.18,86204,0,1,"E"
51.57,11,"human_resources",0.99,102720,0,1,"D"
40.81,7,"human_resources",0.31,81703,0,1,"A"
46.2,6,"it_support",0.07,92834,0,17.42,"A"
38.69,6,"human_resources",0.13,77278,0,1,"C"
52.94,14,"it_support",0.96,105735,0,11.83,"E"
41.26,9,"it_support",0.13,82614,0,10.65,"C"
53.37,13,"customer_service",0.25,106757,0,18,"E"
39.98,3,"customer_service",0.16,80120,0,52.77,"E"
47.48,10,"it_support",0.04,94828,1,4.15,"E"
51.75,11,"it_support",0.4,103076,0,10.12,"D"
41.44,8,"human_resources",0.56,82780,1,1,"D"
47.94,10,"human_resources",0.95,95877,1,1,"E"
42,8,"human_resources",0.75,84081,1,1,"D"
50.87,11,"human_resources",0.98,101698,0,1,"E"
46.1,10,"human_resources",1,92188,1,1,"E"
43.68,11,"human_resources",0.95,87119,0,1,"E"
46.15,6,"human_resources",0.26,92521,0,1,"C"
43.48,8,"it_support",0.47,86923,0,10.48,"C"
40.45,7,"customer_service",0.02,80648,0,92.32,"E"
44.84,7,"human_resources",0.05,89729,1,1,"E"
40.63,7,"it_support",0.97,81477,0,3.02,"C"
46.05,7,"human_resources",0.92,92371,1,1,"A"
47.51,4,"human_resources",0.98,94416,0,1,"A"
47.28,4,"customer_service",0.58,94281,0,8.81,"A"
43.76,10,"human_resources",0.4,86851,1,1,"C"
52.48,12,"human_resources",0.75,105037,1,1,"B"
44.53,12,"human_resources",0.04,89314,1,1,"C"
43.4,8,"human_resources",0.99,86694,1,1,"C"
43.57,16,"customer_service",0.11,87081,0,36.8,"C"
46.42,9,"human_resources",0.62,93118,0,1,"C"
46.93,10,"human_resources",0.99,94357,1,1,"D"
43.92,4,"customer_service",0.35,87714,1,6.64,"E"
47.57,8,"human_resources",1,95379,0,1,"D"
45.61,7,"human_resources",0.01,91042,0,1,"B"
40.85,8,"customer_service",0.07,81879,0,43.46,"B"
44.95,14,"customer_service",0.89,90113,1,1.12,"D"
48.27,8,"customer_service",0.02,96323,0,124.6,"D"
46.39,5,"it_support",0.28,92229,1,4.47,"E"
45.67,6,"it_support",0.05,91438,0,9.96,"E"
53.42,10,"human_resources",0.08,107226,0,1,"C"
41.5,10,"human_resources",0.47,82609,0,1,"A"
43.01,9,"it_support",0.62,86321,1,1.79,"B"
47.17,8,"it_support",0.2,94176,0,16.69,"C"
42.46,8,"customer_service",0.02,85343,0,40.11,"E"
42.93,5,"customer_service",0,86253,0,12.06,"D"
55,7,"customer_service",0.33,109614,0,58.17,"E"
42.08,11,"human_resources",0.67,84508,1,1,"B"
43.7,11,"it_support",0.2,87107,0,5.37,"D"
38.8,6,"customer_service",0.29,77532,0,89.76,"D"
45.17,9,"human_resources",0.68,90197,0,1,"B"
49.05,7,"it_support",1,97420,1,2.04,"A"
48.16,9,"human_resources",0.48,95815,1,1,"C"
49.9,11,"it_support",0.02,99122,0,11.84,"E"
48.21,5,"it_support",0.13,96034,0,5.87,"E"
39.96,6,"human_resources",1,79757,1,1,"D"
37.73,4,"customer_service",0.44,75574,1,10.55,"E"
34.35,8,"it_support",0.31,69021,1,4.59,"A"
42,5,"human_resources",0.93,84184,1,1,"E"
36.57,3,"customer_service",0.21,73022,0,81.84,"E"
47.35,6,"human_resources",0.48,94617,0,1,"C"
49.07,7,"customer_service",0.47,97820,1,1.76,"B"
45.1,8,"customer_service",0.01,90583,0,7.63,"D"
50.81,11,"human_resources",0.96,101633,1,1,"C"
36.65,6,"it_support",0.03,73593,0,3.38,"A"
46.24,7,"it_support",0.96,92463,1,6.41,"E"
44.73,9,"it_support",0.98,89410,0,10.2,"B"
37.17,8,"it_support",0.44,73994,0,13.84,"E"
48.63,11,"customer_service",0.58,97691,1,11.29,"D"
46.79,9,"human_resources",0.83,94171,0,1,"D"
44.65,8,"human_resources",0.14,88671,0,1,"A"
43.9,6,"it_support",1,87922,0,2.93,"A"
50.13,9,"customer_service",0.98,101041,0,11,"B"
48.01,8,"it_support",0.96,95920,0,19.54,"A"
45.02,11,"human_resources",0.95,89872,0,1,"A"
41.92,3,"human_resources",0.15,83829,0,1,"E"
48.02,9,"customer_service",0.9,95624,0,0.99,"D"
45.33,11,"human_resources",0.82,90675,0,1,"A"
48.47,9,"human_resources",0.66,96672,1,1,"D"
47.23,16,"human_resources",0.08,94956,1,1,"E"
42.52,4,"it_support",0.81,84953,0,3.34,"A"
46.88,8,"human_resources",0.99,93650,0,1,"D"
46.92,10,"customer_service",0.38,93721,0,3.79,"D"
49.7,6,"customer_service",0.05,99518,0,3.91,"C"
48.82,5,"human_resources",0.58,97810,1,1,"A"
49.46,8,"human_resources",0.94,98708,0,1,"A"
48.12,7,"it_support",0.3,96259,0,5.64,"B"
44.8,8,"human_resources",0.12,89201,0,1,"B"
48.14,11,"human_resources",0.99,95845,0,1,"C"
47.05,15,"customer_service",0.7,94178,0,9.44,"E"
43.69,8,"customer_service",0.21,87644,0,145.16,"A"
46.05,9,"human_resources",0.95,92397,1,1,"B"
44.36,13,"human_resources",0.72,88680,1,1,"E"
51.76,11,"human_resources",0.87,103414,0,1,"C"
45.68,7,"customer_service",0.99,91177,0,4.25,"A"
40.22,10,"it_support",0.86,80577,0,7.71,"E"
43.94,9,"human_resources",0.95,87499,1,1,"D"
49.71,7,"human_resources",0.13,99365,0,1,"B"
40.56,11,"human_resources",0.99,81649,1,1,"B"
52.35,10,"human_resources",0.48,104602,0,1,"A"
48.85,7,"customer_service",0.3,97813,0,33.3,"E"
49.68,13,"customer_service",0.32,99400,0,20.15,"D"
38.63,9,"human_resources",0.99,77556,1,1,"E"
49.81,7,"it_support",0.94,99775,1,2.98,"C"
48.18,10,"it_support",0.54,96444,0,3.22,"D"
44.29,5,"customer_service",0.21,88237,0,14.37,"B"
44.15,8,"human_resources",0.03,88387,0,1,"E"
52.11,9,"human_resources",0.96,104260,1,1,"A"
50.2,9,"customer_service",0.83,100220,0,88.59,"C"
38.98,7,"it_support",0.46,78130,0,4.32,"D"
46.56,9,"customer_service",0.79,93021,0,331.25,"A"
42.03,7,"customer_service",0,83961,0,12.77,"B"
40.34,11,"human_resources",0.34,80344,0,1,"C"
45,6,"human_resources",1,89955,1,1,"C"
42.77,5,"human_resources",0.99,85373,1,1,"A"
46.38,7,"customer_service",1,92889,1,4.99,"B"
46.66,9,"human_resources",0.54,93301,0,1,"C"
49.69,7,"customer_service",0.01,99149,0,5.68,"B"
43.91,8,"human_resources",0.19,88700,1,1,"A"
39.18,6,"human_resources",0.27,78268,1,1,"A"
44.63,9,"human_resources",0.79,89747,0,1,"E"
52.77,10,"it_support",0.8,106235,0,5.73,"B"
47.87,10,"human_resources",0.51,95301,0,1,"B"
50.86,16,"customer_service",0.32,102114,0,25.76,"C"
42.04,10,"it_support",0.91,83911,0,4.89,"C"
41.3,6,"human_resources",0.9,82312,0,1,"C"
42.98,5,"human_resources",0.05,86130,1,1,"D"
35.42,8,"human_resources",0.72,70670,0,1,"C"
43.39,5,"human_resources",0.81,87155,1,1,"A"
34.9,9,"it_support",0.91,69493,0,5.65,"E"
45.57,12,"it_support",0.82,91132,1,5.08,"C"
42.77,8,"human_resources",0.96,85491,1,1,"A"
40.57,6,"it_support",0.92,81336,0,2.05,"C"
49.63,10,"human_resources",0.93,99529,0,1,"B"
40.47,14,"human_resources",0.58,81117,0,1,"A"
44.95,13,"it_support",0.99,90044,1,0.75,"C"
45.8,12,"it_support",0.96,91733,1,2.41,"B"
45.36,5,"customer_service",0.08,90797,0,11.84,"A"
42.03,9,"human_resources",0.14,83755,0,1,"B"
47.48,5,"human_resources",0.55,94842,0,1,"C"
44.71,11,"human_resources",0.44,89785,0,1,"A"
37.83,10,"customer_service",0.01,75579,0,13.2,"A"
50.86,10,"human_resources",0.96,101666,1,1,"A"
48.39,15,"human_resources",0.95,96797,1,1,"D"
40.11,17,"it_support",0,80246,0,10.91,"D"
41.05,8,"it_support",0.95,82004,0,3.64,"D"
45.27,9,"human_resources",0.09,90185,1,1,"D"
41.32,13,"customer_service",0.02,82654,0,18.54,"B"
43.78,14,"it_support",0.98,87535,1,3.12,"A"
49.47,12,"customer_service",0.96,99182,0,75.84,"B"
42.44,6,"it_support",0.39,84648,1,3.88,"E"
49.18,9,"human_resources",0.01,98551,0,1,"B"
47.31,7,"human_resources",0.9,94189,0,1,"D"
53.06,11,"customer_service",0.12,106576,0,83.52,"E"
41.29,10,"human_resources",0.49,82556,1,1,"A"
45.75,10,"human_resources",1,91274,0,1,"E"
42.81,12,"customer_service",0.25,85725,0,20.84,"D"
41.46,6,"human_resources",0.17,83229,1,1,"A"
46.31,9,"customer_service",0.23,92512,0,102.28,"D"
40.53,10,"human_resources",0.48,81152,1,1,"D"
45.98,11,"human_resources",0.94,91164,0,1,"C"
40.78,11,"human_resources",1,81000,1,1,"B"
48.7,9,"human_resources",0.97,97652,1,1,"C"
47.02,4,"human_resources",0.96,93607,0,1,"B"
41.59,10,"customer_service",0.82,83108,0,175.65,"C"
47.02,8,"customer_service",0.29,93666,0,98.14,"B"
40.82,8,"human_resources",0.15,81763,0,1,"C"
50.2,16,"human_resources",0.58,99936,0,1,"E"
43.83,12,"human_resources",0.95,87716,1,1,"A"
46.03,10,"customer_service",0.89,92539,0,53.17,"D"
46.17,9,"it_support",0.85,92460,0,6.39,"E"
49.19,7,"it_support",0.1,98979,0,11.38,"D"
41.48,7,"customer_service",0.96,83039,0,137.8,"B"
54.88,12,"human_resources",0.94,109507,0,1,"E"
45.75,11,"it_support",0.06,91903,1,2.73,"E"
50.77,12,"customer_service",0.05,101567,0,18.35,"C"
41.23,11,"it_support",0.4,82347,0,4.6,"A"
41.97,8,"human_resources",0.08,84111,1,1,"C"
45.42,12,"customer_service",0.35,91047,1,0.25,"E"
43.19,10,"customer_service",0.87,86449,0,23.82,"D"
45.02,15,"human_resources",0.74,89900,1,1,"A"
45.28,9,"it_support",0.76,90923,1,4.44,"C"
42.51,13,"it_support",0,84919,1,1.88,"C"
45.41,7,"human_resources",0.87,91097,0,1,"E"
42.95,7,"human_resources",1,86281,0,1,"D"
47.86,9,"it_support",0.04,95337,1,4.24,"E"
46.48,12,"human_resources",0.1,92754,0,1,"C"
36.23,7,"human_resources",0.44,72513,0,1,"E"
43.4,3,"customer_service",0.55,86667,0,69.11,"E"
45.77,6,"it_support",0.35,91965,0,8.11,"B"
38.38,7,"it_support",0.22,76826,0,4.68,"A"
42.78,7,"human_resources",0.5,85564,0,1,"C"
44.82,9,"customer_service",1,89426,0,93.41,"E"
34.78,6,"human_resources",0.26,69374,0,1,"B"
37.9,5,"human_resources",0.57,75923,0,1,"C"
47.84,6,"customer_service",0.59,95470,0,105.79,"A"
49.05,15,"customer_service",0.99,97920,0,67.32,"C"
44.29,8,"human_resources",0.05,88474,0,1,"B"
45.78,9,"human_resources",1,91721,1,1,"D"
41.56,9,"human_resources",1,83602,0,1,"D"
46,10,"human_resources",0.99,91834,0,1,"C"
46.22,12,"human_resources",0.39,91776,1,1,"B"
46.85,10,"human_resources",1,93790,0,1,"E"
43.16,6,"human_resources",1,85879,1,1,"B"
46.86,6,"customer_service",0.71,93797,0,1.56,"C"
44.83,6,"human_resources",1,89702,1,1,"C"
45.76,7,"human_resources",0.97,90946,0,1,"E"
44.88,5,"human_resources",0.83,89357,0,1,"D"
46.19,12,"customer_service",0.87,92833,0,48.24,"A"
53.9,14,"it_support",0.56,107822,0,14.91,"D"
48.5,10,"human_resources",0.85,97481,0,1,"A"
42.89,8,"human_resources",0.52,85431,0,1,"C"
47.93,14,"customer_service",0.52,95936,0,2.57,"A"
34.01,8,"it_support",0.54,67546,0,9.21,"B"
44.97,13,"human_resources",0.97,89759,1,1,"D"
46.35,9,"it_support",0.91,92970,1,3.72,"E"
43.31,5,"human_resources",0.49,86595,0,1,"C"
45.03,10,"human_resources",0.84,90471,0,1,"C"
46.61,10,"human_resources",0.98,93177,0,1,"C"
44.75,7,"human_resources",0.98,89107,1,1,"B"
47.76,8,"it_support",0,95948,0,4.93,"E"
40.78,12,"human_resources",0.05,81598,1,1,"B"
45.99,5,"human_resources",0.3,91844,0,1,"A"
46.18,14,"human_resources",1,92244,0,1,"D"
39.33,6,"human_resources",0.34,79094,0,1,"A"
47.57,10,"human_resources",0.86,94287,0,1,"C"
47.66,6,"human_resources",0.91,95577,0,1,"E"
50.23,9,"human_resources",1,100485,0,1,"C"
44.1,8,"human_resources",0.88,88349,1,1,"B"
43.01,7,"it_support",0.97,85421,0,5.58,"E"
52.01,17,"human_resources",0.95,104268,1,1,"C"
44.09,6,"customer_service",0.67,88412,0,18.06,"D"
46.72,11,"human_resources",0.23,93625,1,1,"D"
43.96,8,"human_resources",0.75,87670,0,1,"A"
42.21,10,"human_resources",0.23,84568,0,1,"E"
44.66,6,"customer_service",0.9,89430,1,14.15,"B"
38.57,4,"human_resources",0.85,76798,1,1,"A"
50.38,14,"it_support",0.88,101038,0,5.09,"E"
42.59,9,"human_resources",0.56,85276,0,1,"D"
42.5,3,"customer_service",0.99,84842,0,1.77,"E"
48.78,11,"human_resources",0.99,98081,0,1,"D"
46.17,8,"human_resources",0.03,91809,1,1,"A"
39.06,8,"human_resources",0.96,77980,1,1,"C"
44.06,7,"customer_service",0.28,88002,0,101.02,"A"
44.39,7,"customer_service",0.96,88506,0,32.47,"A"
45.88,7,"customer_service",0.98,92153,0,55.69,"B"
39.85,5,"customer_service",0.67,80092,0,53.67,"B"
51.12,7,"customer_service",0.21,102024,0,10,"B"
40.42,13,"human_resources",0.37,81256,1,1,"B"
47.72,7,"customer_service",0.84,95792,0,36.01,"D"
44.84,7,"customer_service",0.56,90026,0,45.68,"D"
46.69,14,"human_resources",0.99,93978,0,1,"D"
40.25,9,"customer_service",0.48,80285,1,11.96,"B"
51.94,12,"human_resources",0.81,104059,0,1,"E"
43.67,8,"human_resources",0.63,87539,0,1,"B"
46.95,9,"customer_service",0.39,93649,0,20.48,"C"
39.81,9,"customer_service",0.98,79560,0,31.81,"C"
41.48,9,"customer_service",0.04,82748,0,73.7,"A"
46.8,8,"customer_service",0.95,93708,0,164.1,"B"
39.61,10,"human_resources",0.88,79048,0,1,"E"
43.29,7,"human_resources",0.95,87034,1,1,"D"
43.48,12,"human_resources",1,87182,0,1,"B"
39.81,7,"customer_service",0.19,79399,0,124.27,"B"
40.01,8,"customer_service",0.94,79678,0,50.6,"D"
44.31,13,"it_support",0.99,88820,0,11.79,"A"
44.58,12,"human_resources",0.21,89491,1,1,"A"
51.66,13,"human_resources",0.04,103075,1,1,"B"
44.37,15,"human_resources",0.55,88818,1,1,"B"
40.85,13,"customer_service",0.57,81767,0,98.84,"B"
44.41,8,"human_resources",0.76,88999,0,1,"A"
46.62,5,"human_resources",0.67,93068,0,1,"E"
44.85,12,"human_resources",0.98,89560,1,1,"D"
49.53,11,"human_resources",0.82,98972,1,1,"B"
41.57,8,"human_resources",1,83043,0,1,"C"
42.08,7,"customer_service",0.61,84200,0,17.36,"B"
39.91,2,"human_resources",0.64,79709,0,1,"D"
39.7,8,"human_resources",0.33,79130,0,1,"E"
47.45,9,"human_resources",0.94,95495,1,1,"B"
47.64,10,"customer_service",0.44,95531,1,17.69,"E"
47.41,8,"customer_service",0.62,94764,0,37.19,"D"
49.23,12,"customer_service",0.2,98325,0,19.19,"C"
43.6,8,"it_support",0.96,87385,1,4.09,"A"
41.89,9,"it_support",0.82,83391,0,7.25,"D"
49.96,8,"human_resources",0.16,100058,0,1,"C"
44.86,11,"human_resources",0.95,89350,1,1,"D"
42.87,7,"human_resources",0.94,85762,1,1,"E"
43.9,11,"it_support",0.38,87379,1,2.06,"C"
45.37,9,"customer_service",0.24,90683,0,8.6,"E"
44.79,15,"it_support",0.99,89900,1,1.02,"E"
39.68,10,"human_resources",0.54,79480,1,1,"A"
45.4,13,"human_resources",0.71,90479,0,1,"B"
47.98,13,"human_resources",0.97,96034,1,1,"B"
48.87,12,"human_resources",0.54,97376,0,1,"B"
42.7,5,"customer_service",0.08,85158,0,20.99,"A"
48.96,11,"human_resources",0.59,98175,1,1,"C"
48.09,10,"it_support",0.99,96502,0,10.19,"D"
45.74,14,"it_support",0.98,91862,0,7.28,"D"
39.97,6,"human_resources",0.98,79771,0,1,"C"
50.78,7,"human_resources",1,101541,0,1,"E"
38.23,5,"human_resources",0.24,76543,1,1,"B"
44.9,12,"human_resources",0.99,89323,1,1,"A"
40.28,10,"it_support",0.11,80342,1,4.1,"A"
50.61,15,"human_resources",0.03,101658,1,1,"B"
40.18,3,"human_resources",0.3,80608,0,1,"A"
41.56,5,"human_resources",0.85,83219,1,1,"C"
48.17,9,"customer_service",0.46,96594,0,33.52,"A"
48.91,7,"customer_service",0,98121,0,17.18,"C"
48.88,8,"human_resources",0.87,97486,1,1,"C"
47.18,12,"human_resources",0.77,94770,1,1,"D"
40.35,6,"customer_service",0.98,81212,1,0.71,"A"
44.28,3,"human_resources",0.65,89017,0,1,"D"
41.82,11,"human_resources",0.08,83752,0,1,"D"
49.5,5,"it_support",0.9,98758,0,6.66,"A"
39.45,16,"human_resources",0.67,78786,0,1,"D"
40.92,7,"it_support",0.43,81556,0,12.65,"C"
42.38,1,"it_support",1,84729,1,3.82,"A"
50.92,10,"it_support",0.58,101851,0,1.79,"D"
42.89,5,"human_resources",0.99,85330,1,1,"D"
49.5,12,"customer_service",0.08,98916,0,12.24,"B"
39.92,5,"it_support",1,79915,0,10.96,"B"
45.9,6,"customer_service",0.1,91554,0,58.35,"B"
45.28,17,"customer_service",0.77,90273,0,86.75,"C"
47.4,6,"human_resources",0.06,94851,0,1,"D"
44.84,8,"customer_service",0.6,89550,0,15.87,"D"
32.07,8,"human_resources",0.2,64064,1,1,"C"
43.7,7,"human_resources",0.99,87575,0,1,"B"
53.59,13,"human_resources",0.38,107186,0,1,"E"
41.57,9,"human_resources",0.77,82980,1,1,"A"
38.14,4,"human_resources",0.71,75642,0,1,"D"
39.54,5,"human_resources",0.16,78824,1,1,"A"
49.72,10,"it_support",0.7,99520,0,13.98,"C"
45.46,6,"human_resources",1,90004,1,1,"D"
50.79,8,"customer_service",0.91,101742,0,27.53,"E"
49.43,8,"human_resources",0.95,99344,0,1,"D"
40.55,8,"customer_service",0.81,80814,0,10.7,"C"
46.22,5,"customer_service",0,92845,0,43.96,"E"
50.76,10,"customer_service",0.01,101858,0,21,"A"
47.15,4,"human_resources",0.09,94170,1,1,"C"
51.33,8,"customer_service",0.72,102189,0,100.32,"B"
43.8,12,"customer_service",0.74,87173,0,51.52,"C"
46.26,9,"customer_service",0.05,92277,0,51.46,"D"
53.9,19,"human_resources",0.44,107701,0,1,"D"
48.84,8,"customer_service",0.76,97791,0,17.98,"B"
48.8,5,"human_resources",0.77,97726,1,1,"D"
43.58,12,"customer_service",0.49,87188,0,14.62,"B"
49.96,7,"customer_service",0.74,100369,0,10.93,"E"
49.29,6,"it_support",1,98478,0,11.08,"E"
43.08,5,"it_support",0.61,85979,0,5.05,"E"
49,12,"it_support",0.88,97696,1,2.85,"C"
51.68,15,"customer_service",0.16,103864,0,8.16,"D"
53.55,13,"it_support",0.95,106809,0,6.64,"E"
41.87,13,"customer_service",0.93,83364,0,27.63,"C"
42.85,13,"it_support",0.87,85731,0,3.76,"D"
46.84,10,"human_resources",0.39,93694,0,1,"D"
44.21,8,"customer_service",0.68,88880,1,14.24,"E"
50.11,13,"customer_service",0.9,99806,1,2.6,"A"
45.37,3,"it_support",0.73,90573,0,11.22,"D"
41.54,6,"customer_service",0.19,82937,0,13.58,"C"
42.4,4,"human_resources",0.96,84939,0,1,"A"
39.92,8,"human_resources",0.44,80130,1,1,"B"
49.92,13,"human_resources",0.1,99482,0,1,"D"
46.27,6,"human_resources",0.44,92054,1,1,"D"
